Name,Mid1,Mid2,EndSem,Attendance,FinancialCondition,MaritalStatus,FatherQualification,MotherQualification,MotherJobRole,FatherJobRole,Stream,CourseName,Dropout_Risk,RiskLevel
Ira Patel,30,63,75,50,Low,Single,Graduate,Graduate,Farmer,Unemployed,Biotech,MBA,0.6000000000000001,Medium
Ananya Mishra,55,69,82,34,Low,Married,No formal education,Primary,Engineer,Unemployed,Mechanical,BA,0.65,Medium
Vikas Agarwal,33,40,24,55,Medium,Single,Secondary,Postgraduate,Engineer,Manager,Electrical,B.Com,0.7000000000000001,High
Vikas Das,71,43,47,87,High,Married,No formal education,Graduate,Teacher,Clerk,IT,BA,0.25,Low
Amit Nair,78,72,23,83,Low,Married,No formal education,Primary,Unemployed,Laborer,Civil,B.Com,0.45,Medium
Siddharth Menon,80,57,29,82,High,Married,Primary,Graduate,Clerk,Laborer,Biotech,B.Sc,0.25,Low
Prisha Menon,80,67,73,40,High,Married,Secondary,Primary,Manager,Business,Civil,BA,0.45,Medium
Priya Mishra,83,87,66,47,High,Married,Secondary,Postgraduate,Laborer,Clerk,CSE,MBA,0.45,Medium
Pari Menon,85,44,76,67,Medium,Single,Primary,Postgraduate,Unemployed,Laborer,Mechanical,B.Sc,0.2,Low
Ira Kumar,54,54,61,30,Low,Married,Graduate,Graduate,Teacher,Unemployed,CSE,BA,0.8,High
Rohan Verma,86,42,99,72,High,Single,Graduate,No formal education,Clerk,Unemployed,Civil,M.Tech,0.1,Low
Anjali Chopra,72,46,40,67,Low,Single,Postgraduate,No formal education,Clerk,Engineer,Civil,B.Com,0.45,Medium
Sakshi Reddy,31,100,40,85,High,Single,Postgraduate,Graduate,Business,Business,IT,B.Tech,0.25,Low
Rakesh Mishra,21,87,72,43,High,Married,No formal education,Graduate,Clerk,Clerk,Biotech,B.Tech,0.45,Medium
Siddharth Kumar,50,36,99,68,Low,Single,Graduate,Secondary,Teacher,Engineer,Mechanical,B.Tech,0.3,Low
Sai Bose,28,71,67,87,Medium,Married,Secondary,Graduate,Laborer,Engineer,ECE,M.Tech,0.35,Low
Meera Malhotra,39,91,29,31,High,Married,No formal education,Secondary,Unemployed,Laborer,IT,B.Com,0.6000000000000001,Medium
Aarav Mishra,60,81,46,96,High,Married,No formal education,No formal education,Unemployed,Laborer,IT,B.Tech,0.1,Low
Neha Verma,75,68,34,82,High,Single,Secondary,Primary,Manager,Farmer,Civil,BA,0.25,Low
Arjun Chopra,22,41,57,67,High,Married,Graduate,Postgraduate,Farmer,Manager,Electrical,B.Tech,0.25,Low
Manish Reddy,57,47,49,79,High,Married,Secondary,Graduate,Business,Business,Mechanical,BA,0.25,Low
Kritika Rao,22,69,91,54,Medium,Single,Graduate,No formal education,Clerk,Business,ECE,MBA,0.35,Low
Vihaan Mehta,89,40,100,69,High,Married,Postgraduate,Graduate,Unemployed,Laborer,Electrical,M.Tech,0.1,Low
Neha Yadav,34,85,79,70,High,Single,Secondary,No formal education,Unemployed,Engineer,ECE,BA,0.1,Low
Priya Gupta,48,59,87,86,Medium,Married,No formal education,Primary,Farmer,Laborer,Electrical,B.Sc,0.2,Low
Saanvi Menon,77,98,27,51,Low,Single,No formal education,Postgraduate,Engineer,Engineer,ECE,B.Tech,0.45,Medium
Amit Agarwal,40,30,45,65,High,Married,Secondary,Graduate,Unemployed,Unemployed,Civil,B.Sc,0.45,Medium
Myra Patel,63,71,69,92,Low,Single,No formal education,Graduate,Laborer,Clerk,Mechanical,BA,0.3,Low
Kiara Menon,87,45,76,39,High,Married,No formal education,No formal education,Farmer,Engineer,ECE,BA,0.45,Medium
Saanvi Mehta,82,78,81,78,Medium,Married,Postgraduate,Primary,Teacher,Teacher,Mechanical,MBA,0.2,Low
Karan Sharma,69,81,47,89,Low,Married,Graduate,Secondary,Manager,Business,Electrical,B.Tech,0.3,Low
Kritika Mishra,36,23,97,69,Medium,Married,No formal education,Primary,Engineer,Engineer,ECE,MBA,0.35,Low
Diya Yadav,87,37,68,87,Medium,Married,No formal education,Primary,Laborer,Laborer,Civil,B.Com,0.2,Low
Rohan Singh,89,86,74,94,High,Married,Postgraduate,No formal education,Laborer,Manager,ECE,MBA,0.1,Low
Pari Malhotra,30,58,35,99,High,Single,Secondary,Postgraduate,Engineer,Unemployed,Electrical,B.Tech,0.25,Low
Rakesh Bose,56,57,53,89,Medium,Single,Graduate,No formal education,Teacher,Manager,Mechanical,B.Com,0.35,Low
Vikas Chopra,54,63,39,91,High,Married,No formal education,No formal education,Engineer,Business,Civil,M.Tech,0.25,Low
Suresh Rao,40,90,80,65,Low,Married,Secondary,No formal education,Farmer,Clerk,Mechanical,BA,0.3,Low
Aadhya Gupta,20,50,77,99,Low,Single,Primary,Secondary,Farmer,Laborer,Biotech,B.Tech,0.45,Medium
Ira Rao,91,67,88,93,Medium,Married,No formal education,Graduate,Unemployed,Business,CSE,B.Sc,0.2,Low
Ananya Singh,93,99,47,52,Medium,Married,Graduate,Postgraduate,Engineer,Manager,IT,M.Tech,0.35,Low
Meera Mehta,70,51,31,91,Medium,Single,Postgraduate,Graduate,Laborer,Teacher,Civil,M.Tech,0.35,Low
Swati Mehta,76,87,72,38,Medium,Single,Primary,Postgraduate,Clerk,Laborer,IT,MBA,0.55,Medium
Sai Yadav,35,50,21,55,Low,Married,Primary,Secondary,Engineer,Laborer,CSE,MBA,0.8,High
Myra Gupta,52,71,70,76,Medium,Married,Graduate,No formal education,Clerk,Business,Civil,B.Com,0.2,Low
Kiara Sharma,54,51,52,73,Medium,Single,Primary,No formal education,Laborer,Manager,ECE,B.Tech,0.35,Low
Akash Patel,89,24,29,52,High,Single,Secondary,Postgraduate,Unemployed,Teacher,CSE,M.Tech,0.4,Low
Sakshi Menon,95,40,22,75,Low,Married,Secondary,No formal education,Business,Engineer,Civil,MBA,0.45,Medium
Priya Chopra,74,99,73,35,Low,Single,Postgraduate,Primary,Clerk,Clerk,CSE,B.Com,0.65,Medium
Akash Sharma,37,58,21,64,Low,Married,Graduate,Secondary,Teacher,Engineer,Civil,BA,0.8,High
Siddharth Menon,86,73,31,52,Medium,Married,Postgraduate,Primary,Clerk,Clerk,ECE,B.Com,0.35,Low
Meera Gupta,75,98,59,49,Low,Single,Postgraduate,Secondary,Business,Engineer,Civil,BA,0.65,Medium
Suresh Singh,68,30,73,52,High,Married,No formal education,Graduate,Farmer,Engineer,CSE,B.Sc,0.4,Low
Varun Sharma,29,88,59,38,High,Married,Primary,Primary,Business,Laborer,IT,B.Sc,0.6000000000000001,Medium
Varun Das,47,52,74,77,High,Married,Secondary,Graduate,Teacher,Farmer,IT,M.Tech,0.25,Low
Priya Iyer,27,48,89,65,High,Married,Graduate,Primary,Engineer,Laborer,Mechanical,M.Tech,0.25,Low
Sakshi Mehta,26,29,97,95,High,Single,Postgraduate,Postgraduate,Engineer,Farmer,Biotech,B.Sc,0.25,Low
Manish Patel,62,47,63,63,Low,Married,Graduate,Primary,Unemployed,Laborer,Civil,M.Tech,0.6000000000000001,Medium
Vikas Bose,85,30,51,94,Medium,Married,Secondary,No formal education,Engineer,Clerk,IT,B.Tech,0.35,Low
Reyansh Kumar,79,54,99,41,High,Married,No formal education,Secondary,Engineer,Teacher,CSE,B.Com,0.45,Medium
Saanvi Yadav,60,54,73,74,Low,Single,No formal education,Graduate,Laborer,Unemployed,CSE,B.Tech,0.3,Low
Sakshi Patel,99,64,95,88,Low,Married,Primary,Secondary,Unemployed,Clerk,ECE,B.Tech,0.3,Low
Rohan Kapoor,60,88,54,78,Medium,Single,Postgraduate,Secondary,Teacher,Engineer,Electrical,B.Tech,0.2,Low
Shreya Verma,61,52,22,37,High,Single,Primary,No formal education,Unemployed,Business,Civil,MBA,0.6000000000000001,Medium
Diya Kapoor,83,51,21,73,High,Single,Postgraduate,No formal education,Clerk,Unemployed,IT,B.Com,0.25,Low
Akash Mehta,100,46,43,50,Medium,Single,No formal education,Secondary,Business,Business,Biotech,B.Com,0.35,Low
Sai Malhotra,68,38,84,68,High,Married,Secondary,Graduate,Manager,Business,Electrical,M.Tech,0.1,Low
Suresh Singh,48,49,96,61,High,Married,Primary,No formal education,Business,Unemployed,CSE,MBA,0.25,Low
Neha Das,84,85,65,86,High,Married,Postgraduate,Primary,Business,Unemployed,Civil,B.Sc,0.1,Low
Vihaan Chopra,85,51,97,87,High,Single,No formal education,No formal education,Business,Laborer,Biotech,M.Tech,0.1,Low
Kiara Verma,95,86,57,81,High,Single,Graduate,Secondary,Laborer,Business,ECE,M.Tech,0.1,Low
Kiara Gupta,60,68,79,30,Low,Single,Graduate,No formal education,Business,Manager,Electrical,BA,0.65,Medium
Saanvi Reddy,62,26,94,100,Low,Single,No formal education,Graduate,Teacher,Business,CSE,B.Com,0.3,Low
Prisha Gupta,71,94,26,89,Medium,Single,Postgraduate,No formal education,Engineer,Laborer,Electrical,B.Com,0.2,Low
Rakesh Kapoor,81,83,44,51,Low,Single,Secondary,Secondary,Unemployed,Engineer,Biotech,BA,0.45,Medium
Manish Gupta,50,32,93,91,Low,Single,No formal education,No formal education,Unemployed,Teacher,IT,B.Sc,0.45,Medium
Vikas Patel,70,82,43,39,High,Married,Postgraduate,Secondary,Laborer,Teacher,CSE,M.Tech,0.45,Medium
Akash Verma,70,73,73,65,Medium,Single,No formal education,Graduate,Business,Clerk,ECE,BA,0.2,Low
Anika Menon,63,73,66,47,High,Single,Postgraduate,Primary,Clerk,Farmer,CSE,M.Tech,0.45,Medium
Kiara Yadav,20,29,69,40,High,Single,Primary,No formal education,Teacher,Business,Electrical,B.Tech,0.8,High
Vivaan Sharma,27,83,57,38,High,Married,Graduate,Secondary,Unemployed,Clerk,Electrical,BA,0.6000000000000001,Medium
Suresh Mehta,23,57,38,60,Low,Married,Graduate,Primary,Teacher,Clerk,IT,B.Com,0.8,High
Kiara Nair,68,52,55,90,Low,Single,Graduate,No formal education,Unemployed,Laborer,Civil,BA,0.45,Medium
Akash Menon,50,82,78,97,High,Single,No formal education,Secondary,Farmer,Farmer,CSE,B.Tech,0.1,Low
Aarav Iyer,78,40,97,33,High,Married,Graduate,Postgraduate,Farmer,Unemployed,Biotech,B.Tech,0.45,Medium
Aadhya Patel,78,27,64,80,Medium,Married,Graduate,Secondary,Manager,Business,IT,B.Com,0.35,Low
Aadhya Malhotra,77,95,22,58,High,Single,Graduate,Graduate,Engineer,Business,IT,BA,0.25,Low
Neha Mishra,97,30,22,57,High,Married,Postgraduate,Secondary,Business,Laborer,ECE,B.Sc,0.4,Low
Aadhya Nair,25,88,20,66,Medium,Single,Primary,Secondary,Unemployed,Clerk,Mechanical,MBA,0.35,Low
Prisha Rao,89,42,23,89,Low,Single,No formal education,Primary,Manager,Laborer,Mechanical,B.Com,0.45,Medium
Manish Menon,53,77,64,55,High,Married,Secondary,No formal education,Clerk,Laborer,Electrical,B.Sc,0.25,Low
Swati Yadav,63,30,33,90,Low,Single,No formal education,Primary,Teacher,Business,CSE,BA,0.45,Medium
Pooja Rao,42,69,48,61,Low,Single,Secondary,Postgraduate,Laborer,Unemployed,Biotech,B.Tech,0.6000000000000001,Medium
Neha Mehta,33,41,67,94,Low,Married,Secondary,Primary,Laborer,Unemployed,Mechanical,M.Tech,0.45,Medium
Kiara Mehta,79,81,36,41,Low,Single,Graduate,No formal education,Farmer,Laborer,CSE,MBA,0.65,Medium
Anika Mehta,87,32,78,83,Medium,Single,Secondary,Primary,Business,Farmer,ECE,BA,0.2,Low
Neha Mishra,81,45,77,44,Low,Single,Graduate,No formal education,Laborer,Laborer,Electrical,M.Tech,0.65,Medium
Kiara Patel,75,55,73,69,Low,Married,Graduate,Primary,Engineer,Business,Civil,MBA,0.3,Low
Diya Agarwal,92,62,44,89,Medium,Single,Secondary,Primary,Manager,Business,Civil,BA,0.2,Low
Pooja Das,88,94,92,92,High,Married,Primary,Postgraduate,Farmer,Business,Civil,M.Tech,0.1,Low
Reyansh Gupta,69,24,48,50,High,Single,Graduate,No formal education,Engineer,Farmer,Biotech,M.Tech,0.4,Low
Kritika Gupta,22,98,65,37,High,Married,No formal education,Secondary,Laborer,Farmer,Biotech,M.Tech,0.45,Medium
Vikas Reddy,100,48,38,58,Low,Married,Graduate,Graduate,Business,Teacher,Biotech,MBA,0.45,Medium
Ananya Singh,73,29,31,76,High,Married,Primary,Primary,Farmer,Engineer,Civil,B.Sc,0.25,Low
Meera Malhotra,94,22,75,53,High,Single,Secondary,Graduate,Unemployed,Laborer,Biotech,B.Sc,0.25,Low
Shreya Nair,23,93,88,37,Medium,Single,Postgraduate,Primary,Clerk,Engineer,Mechanical,MBA,0.55,Medium
Suresh Malhotra,46,72,51,71,Medium,Single,Postgraduate,Graduate,Clerk,Manager,Mechanical,BA,0.35,Low
Anjali Malhotra,38,57,53,42,High,Married,Graduate,Graduate,Farmer,Teacher,IT,MBA,0.6000000000000001,Medium
Prisha Mishra,82,57,50,32,High,Married,Secondary,Graduate,Teacher,Engineer,Electrical,M.Tech,0.45,Medium
Arjun Bose,45,37,70,97,Low,Married,Postgraduate,Graduate,Teacher,Unemployed,Electrical,B.Com,0.45,Medium
Kiara Verma,33,73,41,35,High,Married,Secondary,Secondary,Laborer,Teacher,ECE,BA,0.6000000000000001,Medium
Rakesh Agarwal,81,46,48,43,Low,Married,Postgraduate,No formal education,Manager,Teacher,Civil,BA,0.8,High
Krishna Mehta,48,54,20,62,Low,Married,Secondary,Secondary,Laborer,Manager,Mechanical,M.Tech,0.6000000000000001,Medium
Amit Iyer,43,36,58,81,High,Married,Postgraduate,Secondary,Laborer,Farmer,Electrical,B.Sc,0.25,Low
Akash Patel,28,81,67,39,Medium,Single,Primary,Secondary,Engineer,Teacher,Mechanical,B.Com,0.7000000000000001,High
Aarav Chopra,78,23,100,71,Low,Single,Secondary,Graduate,Business,Engineer,Biotech,MBA,0.3,Low
Aditya Agarwal,25,82,73,83,Medium,Married,Postgraduate,Secondary,Clerk,Farmer,Electrical,M.Tech,0.2,Low
Vikas Rao,51,35,42,88,Medium,Single,Graduate,Postgraduate,Clerk,Clerk,Mechanical,MBA,0.35,Low
Pari Gupta,56,89,42,46,Medium,Married,Primary,Secondary,Laborer,Farmer,IT,B.Tech,0.55,Medium
Rahul Mishra,44,66,51,69,Low,Married,Graduate,Secondary,Laborer,Engineer,CSE,B.Com,0.45,Medium
Akash Mishra,32,33,94,43,Low,Single,Secondary,Graduate,Farmer,Clerk,Biotech,B.Sc,0.8,High
Saanvi Mishra,93,84,50,70,High,Married,Secondary,Postgraduate,Farmer,Unemployed,ECE,BA,0.1,Low
Arjun Sharma,80,29,37,86,Medium,Single,Secondary,Graduate,Clerk,Business,IT,MBA,0.35,Low
Manish Mehta,20,95,32,87,Medium,Married,Graduate,Postgraduate,Unemployed,Engineer,Electrical,B.Tech,0.35,Low
Saanvi Nair,44,23,88,50,Low,Single,Graduate,Secondary,Laborer,Farmer,Mechanical,MBA,0.6000000000000001,Medium
Arjun Menon,57,24,39,61,Medium,Married,Secondary,Secondary,Laborer,Teacher,Biotech,B.Com,0.5,Medium
Siddharth Menon,91,77,36,97,Low,Single,Primary,Postgraduate,Business,Laborer,Civil,B.Sc,0.3,Low
Priya Kumar,72,25,21,100,Low,Married,Postgraduate,Postgraduate,Farmer,Unemployed,IT,MBA,0.65,Medium
Riya Das,90,85,21,30,High,Single,No formal education,No formal education,Clerk,Business,Civil,MBA,0.45,Medium
Rahul Patel,39,89,70,97,High,Married,Primary,Primary,Clerk,Unemployed,CSE,BA,0.1,Low
Diya Sharma,29,27,89,38,Medium,Single,Primary,Primary,Laborer,Manager,Biotech,BA,0.7000000000000001,High
Karan Singh,41,34,66,64,Low,Married,No formal education,Postgraduate,Manager,Unemployed,CSE,M.Tech,0.6000000000000001,Medium
Krishna Iyer,36,78,37,51,High,Married,Primary,Postgraduate,Clerk,Laborer,Mechanical,MBA,0.4,Low
Ishaan Mishra,50,59,94,51,High,Married,Primary,Postgraduate,Engineer,Manager,Electrical,B.Com,0.25,Low
Vivaan Rao,64,97,31,36,High,Single,Primary,Primary,Business,Business,IT,MBA,0.45,Medium
Kritika Das,84,64,78,49,High,Single,Secondary,Graduate,Farmer,Clerk,Civil,B.Tech,0.45,Medium
Kiara Nair,96,23,64,71,High,Married,Secondary,Primary,Teacher,Unemployed,Electrical,BA,0.1,Low
Neha Sharma,31,54,94,37,High,Married,No formal education,Graduate,Business,Manager,Biotech,M.Tech,0.6000000000000001,Medium
Krishna Das,40,25,43,89,High,Single,Secondary,Secondary,Farmer,Engineer,IT,B.Tech,0.45,Medium
Meera Menon,91,98,35,90,High,Single,Postgraduate,Secondary,Engineer,Business,Electrical,M.Tech,0.1,Low
Ishaan Sharma,81,54,95,62,Low,Single,Postgraduate,Primary,Teacher,Laborer,Electrical,MBA,0.45,Medium
Rohan Yadav,70,64,89,32,Medium,Single,No formal education,No formal education,Business,Unemployed,Civil,B.Tech,0.55,Medium
Pari Menon,30,92,83,66,Low,Married,Graduate,Secondary,Teacher,Teacher,Mechanical,B.Com,0.3,Low
Ishaan Rao,67,73,84,33,High,Married,Graduate,Postgraduate,Unemployed,Unemployed,CSE,B.Com,0.45,Medium
Vivaan Menon,91,34,36,57,Medium,Single,Secondary,Primary,Engineer,Engineer,IT,BA,0.5,Medium
Varun Yadav,24,20,37,74,Low,Single,Graduate,Graduate,Engineer,Teacher,Biotech,B.Com,0.65,Medium
Shreya Patel,74,26,99,76,Medium,Married,Primary,Secondary,Manager,Manager,Mechanical,BA,0.2,Low
Aadhya Rao,69,51,26,98,Low,Married,Graduate,Primary,Farmer,Unemployed,IT,M.Tech,0.45,Medium
Riya Bose,27,24,73,61,Medium,Married,Secondary,No formal education,Engineer,Unemployed,IT,B.Sc,0.5,Medium
Karan Menon,25,39,40,54,Low,Married,Postgraduate,Graduate,Manager,Business,ECE,B.Sc,0.8,High
Ishaan Kumar,75,91,43,94,Medium,Married,Secondary,Graduate,Business,Business,Mechanical,B.Sc,0.2,Low
Rahul Chopra,62,85,72,71,Medium,Married,No formal education,Graduate,Engineer,Laborer,Electrical,BA,0.2,Low
Myra Iyer,87,41,71,69,High,Married,No formal education,Primary,Unemployed,Unemployed,CSE,B.Sc,0.1,Low
Arjun Mehta,63,65,53,81,High,Married,Secondary,Primary,Engineer,Clerk,Civil,MBA,0.1,Low
Meera Sharma,85,64,37,63,High,Married,Secondary,Graduate,Engineer,Unemployed,IT,B.Tech,0.25,Low
Kiara Iyer,59,67,24,72,High,Married,Primary,Primary,Unemployed,Manager,Civil,MBA,0.25,Low
Riya Bose,62,33,28,96,Low,Married,No formal education,Primary,Business,Manager,Biotech,MBA,0.45,Medium
Rakesh Yadav,64,61,92,65,Low,Single,Postgraduate,Postgraduate,Clerk,Farmer,ECE,M.Tech,0.3,Low
Shreya Iyer,39,56,29,88,Medium,Single,No formal education,Postgraduate,Farmer,Unemployed,Biotech,M.Tech,0.35,Low
Swati Iyer,68,76,78,67,Low,Married,No formal education,Secondary,Business,Unemployed,Electrical,B.Sc,0.3,Low
Ishaan Chopra,76,32,53,58,High,Married,Postgraduate,Secondary,Engineer,Manager,Electrical,B.Sc,0.4,Low
Vihaan Kapoor,59,81,69,96,High,Single,Postgraduate,Graduate,Laborer,Farmer,Biotech,M.Tech,0.1,Low
Aditya Verma,31,87,81,88,Medium,Married,Secondary,Postgraduate,Engineer,Unemployed,ECE,B.Tech,0.2,Low
Saanvi Kapoor,99,73,60,50,High,Single,Graduate,Postgraduate,Unemployed,Unemployed,IT,B.Com,0.25,Low
Sai Sharma,44,28,37,83,Low,Married,Secondary,Graduate,Unemployed,Engineer,ECE,M.Tech,0.65,Medium
Akash Menon,88,58,63,77,High,Married,Graduate,Postgraduate,Business,Business,Electrical,B.Tech,0.1,Low
Rakesh Sharma,41,73,86,41,Low,Single,Graduate,Postgraduate,Manager,Clerk,IT,B.Sc,0.65,Medium
Varun Agarwal,33,86,50,74,High,Married,No formal education,Primary,Engineer,Clerk,Mechanical,MBA,0.25,Low
Kritika Verma,42,45,42,77,High,Single,Primary,Secondary,Business,Business,IT,BA,0.25,Low
Meera Kapoor,29,33,69,52,High,Married,Secondary,Primary,Farmer,Business,IT,B.Com,0.4,Low
Anjali Mehta,96,36,85,82,Low,Single,Graduate,No formal education,Clerk,Teacher,CSE,BA,0.3,Low
Anika Kumar,52,24,36,97,High,Single,No formal education,Graduate,Manager,Unemployed,Civil,B.Sc,0.45,Medium
Meera Mishra,57,55,46,56,Medium,Married,No formal education,Primary,Clerk,Laborer,ECE,M.Tech,0.5,Medium
Sai Kapoor,66,70,55,39,High,Married,Primary,Postgraduate,Unemployed,Manager,IT,B.Sc,0.45,Medium
Sakshi Mishra,62,39,32,76,High,Single,Secondary,Primary,Farmer,Business,Civil,B.Sc,0.25,Low
Ira Mehta,45,68,84,76,Low,Married,Secondary,Postgraduate,Teacher,Business,Civil,B.Tech,0.3,Low
Rohan Iyer,38,51,62,66,High,Married,Primary,Primary,Unemployed,Engineer,Mechanical,M.Tech,0.25,Low
Pooja Verma,66,50,25,81,Low,Single,Primary,Postgraduate,Unemployed,Unemployed,Mechanical,B.Com,0.45,Medium
Ananya Reddy,87,97,37,90,Medium,Single,Primary,Secondary,Manager,Unemployed,CSE,B.Com,0.2,Low
Reyansh Das,73,91,48,58,Medium,Married,Secondary,Graduate,Business,Clerk,Electrical,MBA,0.35,Low
Riya Menon,28,87,39,63,Low,Married,Secondary,Postgraduate,Unemployed,Laborer,CSE,B.Com,0.6000000000000001,Medium
Akash Verma,66,82,46,55,High,Single,Graduate,Postgraduate,Laborer,Teacher,Biotech,BA,0.25,Low
Ananya Agarwal,20,93,56,31,Medium,Married,Graduate,Secondary,Farmer,Unemployed,Civil,B.Com,0.7000000000000001,High
Swati Mehta,21,62,72,80,Medium,Married,Postgraduate,Postgraduate,Laborer,Unemployed,Mechanical,MBA,0.35,Low
Sakshi Patel,70,95,83,47,Low,Single,Primary,Secondary,Unemployed,Teacher,Mechanical,B.Sc,0.65,Medium
Anika Malhotra,22,27,71,60,High,Single,Postgraduate,No formal education,Laborer,Unemployed,IT,MBA,0.4,Low
Kritika Malhotra,80,32,51,78,Low,Married,Postgraduate,No formal education,Engineer,Farmer,Biotech,B.Sc,0.45,Medium
Akash Iyer,26,39,90,80,Low,Single,Primary,Primary,Laborer,Teacher,Biotech,B.Tech,0.45,Medium
Vikas Bose,54,20,36,66,Medium,Married,Primary,Primary,Teacher,Engineer,ECE,B.Com,0.55,Medium
Reyansh Rao,50,22,39,59,High,Single,No formal education,No formal education,Farmer,Unemployed,ECE,B.Sc,0.6000000000000001,Medium
Shreya Reddy,77,87,97,51,High,Single,Secondary,Primary,Unemployed,Business,Biotech,MBA,0.25,Low
Varun Singh,82,92,32,59,Medium,Single,Primary,Postgraduate,Laborer,Business,CSE,M.Tech,0.35,Low
Shreya Kumar,82,72,43,65,High,Married,Graduate,Graduate,Engineer,Laborer,CSE,MBA,0.1,Low
Manish Patel,96,78,78,76,Low,Married,No formal education,Secondary,Clerk,Unemployed,CSE,M.Tech,0.3,Low
Arjun Kapoor,79,25,96,36,Medium,Single,Primary,Graduate,Teacher,Unemployed,Civil,B.Sc,0.55,Medium
Ira Agarwal,35,62,74,90,High,Single,Graduate,No formal education,Clerk,Manager,Civil,B.Sc,0.25,Low
Myra Yadav,95,38,57,71,High,Married,Graduate,Graduate,Teacher,Clerk,Biotech,B.Com,0.1,Low
Manish Menon,44,84,39,38,Medium,Married,Primary,Postgraduate,Teacher,Teacher,ECE,B.Sc,0.7000000000000001,High
Kiara Chopra,87,48,45,96,High,Single,Primary,Postgraduate,Teacher,Business,Biotech,B.Sc,0.1,Low
Meera Kumar,47,63,96,33,Medium,Single,Graduate,No formal education,Unemployed,Engineer,Biotech,M.Tech,0.55,Medium
Prisha Nair,32,55,58,39,Low,Married,Secondary,Primary,Teacher,Teacher,Mechanical,B.Com,0.8,High
Prisha Yadav,69,76,23,96,High,Single,Postgraduate,Primary,Unemployed,Business,Mechanical,BA,0.25,Low
Vihaan Yadav,40,98,44,55,High,Married,Secondary,No formal education,Clerk,Business,IT,B.Com,0.25,Low
Prisha Gupta,90,49,46,96,Medium,Married,Postgraduate,No formal education,Business,Unemployed,ECE,B.Tech,0.2,Low
Vikas Nair,94,54,63,91,Medium,Married,No formal education,Postgraduate,Business,Teacher,IT,BA,0.2,Low
Shreya Singh,36,48,43,54,Low,Single,Graduate,No formal education,Farmer,Laborer,Electrical,BA,0.6000000000000001,Medium
Karan Menon,97,58,84,68,Medium,Married,Secondary,Graduate,Teacher,Business,Biotech,MBA,0.2,Low
Vikas Patel,32,54,90,61,High,Married,Graduate,Secondary,Laborer,Unemployed,Electrical,B.Sc,0.4,Low
Reyansh Kapoor,37,78,20,52,Medium,Single,Secondary,Secondary,Farmer,Farmer,Biotech,M.Tech,0.5,Medium
Siddharth Menon,27,67,65,82,Low,Married,No formal education,Primary,Laborer,Laborer,Civil,BA,0.45,Medium
Shreya Patel,84,23,92,63,Low,Married,Postgraduate,Graduate,Manager,Engineer,CSE,B.Sc,0.45,Medium
Rakesh Sharma,45,74,54,51,Medium,Married,Primary,Primary,Laborer,Unemployed,Mechanical,B.Com,0.5,Medium
Swati Menon,48,37,72,38,Medium,Single,Secondary,No formal education,Manager,Clerk,CSE,B.Com,0.7000000000000001,High
Kiara Verma,39,54,44,45,Low,Single,Secondary,Graduate,Unemployed,Clerk,Electrical,M.Tech,0.8,High
Varun Nair,66,50,29,53,Low,Married,Primary,Graduate,Manager,Engineer,Mechanical,BA,0.6000000000000001,Medium
Kritika Rao,90,79,27,85,Medium,Married,Secondary,Secondary,Laborer,Teacher,Biotech,B.Sc,0.2,Low
Vikas Das,24,79,23,88,High,Single,No formal education,No formal education,Farmer,Unemployed,ECE,B.Com,0.25,Low
Vivaan Patel,57,87,21,77,Medium,Married,Primary,No formal education,Manager,Farmer,Mechanical,M.Tech,0.35,Low
Neha Agarwal,95,22,23,65,Medium,Single,No formal education,No formal education,Teacher,Manager,Biotech,B.Sc,0.35,Low
Ananya Malhotra,29,57,92,52,Low,Married,Postgraduate,Postgraduate,Unemployed,Clerk,Biotech,BA,0.6000000000000001,Medium
Manish Reddy,57,27,53,40,Low,Single,No formal education,Graduate,Engineer,Unemployed,Biotech,B.Sc,0.8,High
Prisha Rao,29,23,64,77,Low,Single,No formal education,Secondary,Business,Manager,CSE,BA,0.65,Medium
Myra Sharma,73,21,75,86,Medium,Single,Secondary,No formal education,Clerk,Engineer,Mechanical,B.Tech,0.35,Low
Suresh Chopra,62,71,22,74,Low,Married,Primary,Graduate,Unemployed,Manager,Biotech,B.Sc,0.45,Medium
Riya Sharma,28,63,49,99,Medium,Single,No formal education,Secondary,Farmer,Farmer,CSE,M.Tech,0.35,Low
Rohan Nair,75,42,80,42,Medium,Single,Secondary,Postgraduate,Engineer,Clerk,CSE,B.Tech,0.55,Medium
Swati Rao,70,33,73,71,Low,Married,Graduate,Primary,Business,Business,ECE,B.Tech,0.45,Medium
Ishaan Rao,24,83,45,93,Low,Single,Primary,No formal education,Teacher,Manager,Mechanical,M.Tech,0.45,Medium
Pari Sharma,24,89,59,71,High,Single,Secondary,No formal education,Unemployed,Laborer,Biotech,MBA,0.25,Low
Krishna Bose,74,95,36,70,Low,Single,Graduate,No formal education,Unemployed,Farmer,Electrical,M.Tech,0.3,Low
Priya Das,98,93,50,39,High,Single,Secondary,No formal education,Farmer,Unemployed,ECE,M.Tech,0.45,Medium
Priya Bose,99,77,34,47,High,Single,Postgraduate,Postgraduate,Engineer,Manager,Biotech,B.Tech,0.45,Medium
Kiara Menon,62,95,52,49,Medium,Married,Primary,Secondary,Unemployed,Business,ECE,BA,0.55,Medium
